Codigo,NomeCatalogoAtual,NomeCadastro,DescricaoCadastro,EspecificacoesCadastro
5219,LUMINARIA MOLECULAR LM-005 E27X6,LUMINARIA MOLECULAR LM-005 E27X6,Luminária MOLECULAR LM-005 Para 6 lâmpadas soquete E27,CÓDIGO: 5219\REFERÊNCIA: 5219|BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5220,LUMINARIA MOLECULAR LM-004 G9X7,LUMINARIA MOLECULAR LM-004 G9X7,Luminária MOLECULAR LM-004 Para 7 lâmpadas soquete G9,CÓDIGO: 5220\REFERÊNCIA: 5220|BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5221,LUSTRE LTR-002 E14X30,LUSTRE LTR-002 E14X30,Lustre LTR-002 para 30 lâmpadas E14 (CAIXA 1/2),CÓDIGO: 5221\REFERÊNCIA: 5221\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5222,LUMINARIA LUSTRE LT-05 E14X8,LUMINARIA LUSTRE LT-05 E14X8,Lustre LT-05 para 8 Lâmpadas soquete E14,CÓDIGO: 5222\REFERÊNCIA: 5222\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5223,PENDENTE NT-605P E27X6,PENDENTE NT-605P E27X6,Luminária Pendente NT-605P E27x6,CÓDIGO: 5223\REFERÊNCIA: 5223\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D700xH460mm\COR: PRETO\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5224,LUMINARIA PUBLICA SOLAR LPS 60W 6500K,LUMINARIA PUBLICA SOLAR LPS 60W 6500K,Luminária Pública Solar LPS 60W 6500K,CÓDIGO: 5224\REFERÊNCIA: 5224\POTÊNCIA: 60W\BATERIA LÍTIO: 6Ah\PAINEL SOLAR: Polissilício 8W 6V\ TEMPERATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade\ MATERIAL: ABS\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES: 19x39x5cmGARANTIA: 2 anos
5225,LUMINARIA PUBLICA SOLAR LPS 90W 6500K,LUMINARIA PUBLICA SOLAR LPS 90W 6500K,Luminária Pública Solar LPS 90W 6500K,"CÓDIGO: 5225\REFERÊNCIA: 5225\POTÊNCIA: 90W\BATERIA LÍTIO: 10Ah\PAINEL SOLAR: Polissilício 12W 6V\ TEMPERATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade\ MATERIAL: ABS\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES: 19x52,5x5cmGARANTIA: 2 anos"
5226,LUMINARIA PUBLICA SOLAR LPS 120W 6500K,LUMINARIA PUBLICA SOLAR LPS 120W 6500K,Luminária Pública Solar LPS 120W 6500K,"CÓDIGO: 5226\REFERÊNCIA: 5226\POTÊNCIA: 120W\BATERIA LÍTIO: 12Ah\PAINEL SOLAR: Polissilício 15W 6V\ TEMPERATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade\ MATERIAL: ABS\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES: 19x61,5x5cmGARANTIA: 2 anos"
5227,LUMINARIA PUBLICA SOLAR LPS 100W 6500K,LUMINARIA PUBLICA SOLAR LPS 100W 6500K,Luminária Pública Solar LPS 100W 6500K,"CÓDIGO: 5227\REFERÊNCIA: 5227\POTÊNCIA: 100W\BATERIA LÍTIO: 20Ah\PAINEL SOLAR: Polissilício 25W 5V\ TEMPERATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade ou controle remoto\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES: 28,5x50,5x13cmGARANTIA: 2 anos"
5228,LUSTRE LTA-009 E14X18,LUSTRE LTA-009 E14X18,LUSTRE LTA-009 E14X18,CÓDIGO: 5228\REFERÊNCIA: 5228\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5229,LUSTRE LTA-010 E14X24,LUSTRE LTA-010 E14X24,LUSTRE LTA-010 E14X24,CÓDIGO: 5229\REFERÊNCIA: 5229\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5230,ARANDELA LA-201 E27X1,ARANDELA LA-201 E27X1,Luminária Arandela LA-201 Soquete E27,CÓDIGO: 5230\REFERÊNCIA: 5230\COR: DOURADO\DIMENSÕES: L230mmxW120xH280mm\GARANTIA: 1 ano
5231,LUSTRE LTR-003 E14X20,LUSTRE LTR-003 E14X20,Lustre LTR-003 para 20 lâmpadas E14,CÓDIGO: 5231\REFERÊNCIA: 5231\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5232,LUSTRE LTR-005 E14X14,LUSTRE LTR-005 E14X14,Lustre LTR-005 para 14 lâmpadas E14,CÓDIGO: 5232\REFERÊNCIA: 5232\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5233,PENDENTE NT-605D E27X6,PENDENTE NT-605D E27X6,Luminária Pendente NT-605D E27x6,CÓDIGO: 5233\REFERÊNCIA: 5233\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D700xH460mm\COR: DOURADO\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5234,PENDENTE NT-606D E27X8,PENDENTE NT-606D E27X8,Luminária Pendente NT-606D E27x8,CÓDIGO: 5234\REFERÊNCIA: 5234\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: D800xH480mm\COR: ROSÉ GOLD\ MATERIAL: METAL + VIDRO\GARANTIA: 1 ano
5235,REFLETOR SOLAR 30W RS 6500K ABS,REFLETOR SOLAR 30W RS 6500K ABS,Refletor com Placa Solar 30W 6500K RS ABS,"CÓDIGO: 5235\REFERÊNCIA: 5235\POTÊNCIA: 30W\BATERIA LÍTIO: 5AH 3.2V\PAINEL SOLAR: Polissilício 6W 5V\ TEMPRATURA DE COR: 6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: ABS\ÂNGULO DE FEIXE: 90°\DURAÇÃO DA BATERIA: 10-12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 136,1x98,6x42,3mm\DIMENSÕES PAINEL: 180x270x17mm\GARANTIA: 2 anos"
5236,REFLETOR SOLAR 50W RS 6500K ABS,REFLETOR SOLAR 50W RS 6500K ABS,Refletor com Placa Solar 50W 6500K RS ABS,"CÓDIGO: 5236\REFERÊNCIA: 5236\POTÊNCIA: 50W\BATERIA LÍTIO: 6AH 3.2V\PAINEL SOLAR: Polissilício 8W 5V\ TEMPRATURA DE COR: 6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: ABS\ÂNGULO DE FEIXE: 90°\DURAÇÃO DA BATERIA: 10-12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 178x132x40,8mm\DIMENSÕES PAINEL: 350x235x17mm\GARANTIA: 2 anos"
5237,REFLETOR SOLAR 70W RS 6500K ABS,REFLETOR SOLAR 70W RS 6500K ABS,Refletor com Placa Solar 70W 6500K RS ABS,"CÓDIGO: 5237\REFERÊNCIA: 5237\POTÊNCIA: 70W\BATERIA LÍTIO: 12AH 3.2V\PAINEL SOLAR: Polissilício 12W 5V\ TEMPRATURA DE COR: 6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: ABS\ÂNGULO DE FEIXE: 90°\DURAÇÃO DA BATERIA: 10-12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 178x132x40,8mm\DIMENSÕES PAINEL: 350x290x17mm\GARANTIA: 2 anos"
5238,REFLETOR SOLAR 100W RS 6500K ABS,REFLETOR SOLAR 100W RS 6500K ABS,Refletor com Placa Solar 100W 6500K RS ABS,"CÓDIGO: 5238\REFERÊNCIA: 5238\POTÊNCIA: 100W\BATERIA LÍTIO: 15AH 3.2V\PAINEL SOLAR: Polissilício 15W 5V\ TEMPRATURA DE COR: 6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: ABS\ÂNGULO DE FEIXE: 90°\DURAÇÃO DA BATERIA: 10-12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 240x173x40,8mm\DIMENSÕES PAINEL: 350x350x17mm\GARANTIA: 2 anos"
5239,PENDENTE NT-014P E27X1,PENDENTE NT-014P E27X1,Luminária Pendente NT-014P Soquete E27,CÓDIGO: 5239\REFERÊNCIA: 5239\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5240,PENDENTE NT-014B E27X1,PENDENTE NT-014B E27X1,Luminária Pendente NT-014B Soquete E27,CÓDIGO: 5240\REFERÊNCIA: 5240\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5241,PENDENTE CORDA 1M E27X1,PENDENTE CORDA 1M E27X1,Luminária Corda 1M Soquete E27,CÓDIGO: 5241\REFERÊNCIA: 5241\COMPRIMENTO: 1M\POTÊNCIA MAX: 40W\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5242,"PENDENTE CORDA 1,5M E27X1","PENDENTE CORDA 1,5M E27X1","Luminária Corda 1,5M Soquete E27","CÓDIGO: 5242\REFERÊNCIA: 5242\COMPRIMENTO: 1,5M\POTÊNCIA MAX: 40W\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano"
5243,PENDENTE CORDA 2M E27X1,PENDENTE CORDA 2M E27X1,Luminária Corda 2M Soquete E27,CÓDIGO: 5243\REFERÊNCIA: 5243\COMPRIMENTO: 2M\POTÊNCIA MAX: 40W\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5244,PENDENTE CORDA 1M 2 BOCAIS E27X2,PENDENTE CORDA 1M 2 BOCAIS E27X2,Luminária Corda 1M com 2 Bocais Soquete E27,CÓDIGO: 5244\REFERÊNCIA: 5244\COMPRIMENTO: 1M\POTÊNCIA MAX: 40W\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5245,PENDENTE CORDA 2M 2 BOCAIS E27X2,PENDENTE CORDA 2M 2 BOCAIS E27X2,Luminária Corda 2M com 2 Bocais Soquete E27,CÓDIGO: 5245\REFERÊNCIA: 5245\COMPRIMENTO: 2M\POTÊNCIA MAX: 40W\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5246,LUSTRE LTR-006 E14X24,LUSTRE LTR-006 E14X24,Lustre LTR-006 Para 24 lâmpadas soquete E14,CÓDIGO: 5246\REFERÊNCIA: 5246|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5247,LUSTRE LTR-007 E14X6,LUSTRE LTR-007 E14X6,Lustre LTR-007 Para 06 lâmpadas soquete E14,CÓDIGO: 5247\REFERÊNCIA: 5247|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5248,LUSTRE LTR-008 E14X12,LUSTRE LTR-008 E14X12,Lustre LTR-008 Para 12 lâmpadas soquete E14,CÓDIGO: 5248\REFERÊNCIA: 5248|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5249,LUSTRE LTR-009D E14X8,LUSTRE LTR-009D E14X8,Lustre LTR-009D Para 8 lâmpadas soquete E14,CÓDIGO: 5249\REFERÊNCIA: 5249|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5250,LUSTRE LTR-010P E14X8,LUSTRE LTR-010P E14X8,Lustre LTR-010P Para 8 lâmpadas soquete E14,CÓDIGO: 5250\REFERÊNCIA: 5250|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5251,LUSTRE LTR-012D E14X8,LUSTRE LTR-012D E14X8,Lustre LTR-012D Para 8 lâmpadas soquete E14,CÓDIGO: 5251\REFERÊNCIA: 5251|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5252,LUSTRE LTR-013P E14X8,LUSTRE LTR-013P E14X8,Lustre LTR-013P Para 8 lâmpadas soquete E14,CÓDIGO: 5252\REFERÊNCIA: 5252|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5253,LUSTRE ARANDELA LA-001 E14X2,LUSTRE ARANDELA LA-001 E14X2,Lustre Arandela LA-001 Para 2 lâmpadas soquete E14,CÓDIGO: 5253\REFERÊNCIA: 5253|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5254,LUSTRE ARANDELA LA-002 E14X2,LUSTRE ARANDELA LA-002 E14X2,Lustre Arandela LA-002 Para 2 lâmpadas soquete E14,CÓDIGO: 5254\REFERÊNCIA: 5254|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5255,LUSTRE ARANDELA LA-003 E14X2,LUSTRE ARANDELA LA-003 E14X2,Lustre Arandela LA-003 Para 2 lâmpadas soquete E14,CÓDIGO: 5255\REFERÊNCIA: 5255|BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5256,ARANDELA AL03 MD 3W 3000K,ARANDELA AL03 MD 3W 3000K,Luminária Arandela LED AL03 3W 3000K Cor Madeira,CÓDIGO: 5256\REFERÊNCIA: 5256\POTÊNCIA(W): 3W\COR: Madeira\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 180lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5257,ARANDELA AL06 BR 6W 3000K,ARANDELA AL06 BR 6W 3000K,Luminária Arandela LED AL06 6W 3000K Branca,CÓDIGO: 5257\REFERÊNCIA: 5257\POTÊNCIA(W): 6W\COR: Branca\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5258,ARANDELA AL06 PR 6W 3000K,ARANDELA AL06 PR 6W 3000K,Luminária Arandela LED AL06 6W 3000K Preta,CÓDIGO: 5258\REFERÊNCIA: 5258\POTÊNCIA(W): 6W\COR: Preta\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5259,ARANDELA AL06 PR 6W 3000K,ARANDELA AL06 PR 6W 3000K,Luminária Arandela LED AL06 6W 3000K Cor Madeira,CÓDIGO: 5259\REFERÊNCIA: 5259\POTÊNCIA(W): 6W\COR: Madeira\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5260,ARANDELA AL13 BR 6W 3000K,ARANDELA AL13 BR 6W 3000K,Luminária Arandela LED AL13 6W 3000K Branca,CÓDIGO: 5260\REFERÊNCIA: 5260\POTÊNCIA(W): 6W\COR: Branca\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5261,ARANDELA AL13 PR 6W 3000K,ARANDELA AL13 PR 6W 3000K,Luminária Arandela LED AL13 6W 3000K Preta,CÓDIGO: 5261\REFERÊNCIA: 5261\POTÊNCIA(W): 6W\COR: Preta\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5262,ARANDELA AL13 MD 6W 3000K,ARANDELA AL13 MD 6W 3000K,Luminária Arandela LED AL13 6W 3000K Cor Madeira,CÓDIGO: 5262\REFERÊNCIA: 5262\POTÊNCIA(W): 6W\COR: Madeira\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5263,LUMINARIA PL-040A 36W 6500K,LUMINARIA PL-040A 36W 6500K,Painel de embutir LED 40x40cm PL-040A 36W Bivolt 6500K,CÓDIGO: 5263\REFERÊNCIA: 5263\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 2.880lm\IRC: >80\ TEMP. COR(K): 6.500K\DIMENSÕES: 40x40x3cm\GARANTIA: 1 ano
5264,LUMINARIA PL-040A 36W 3000K,LUMINARIA PL-040A 36W 3000K,Painel de embutir LED 40x40cm PL-040A 36W Bivolt 3000K,CÓDIGO: 5264\REFERÊNCIA: 5264\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 2.880lm\IRC: >80\ TEMP. COR(K): 6.500K\DIMENSÕES: 40x40x3cm\GARANTIA: 1 ano
5265,LUMINARIA LT-040J 36W 6500K,LUMINARIA LT-040J 36W 6500K,Luminária de sobrepor LED LT-040J 40x40cm 36W 6500K,CÓDIGO: 5265\REFERÊNCIA: 5265\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 2.880lm\IRC: >80\ TEMP. COR(K): 6.500K\DIMENSÕES: 400x400x35mm\VIDA ÚTIL: 25.000h\GARANTIA: 1 ano
5266,LUMINARIA LT-040J 36W 3000K,LUMINARIA LT-040J 36W 3000K,Luminária de sobrepor LED LT-040J 40x40cm 36W 3000K,CÓDIGO: 5266\REFERÊNCIA: 5266\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 2.880lm\IRC: >80\ TEMP. COR(K): 3000K\DIMENSÕES: 400x400x35mm\VIDA ÚTIL: 25.000h\GARANTIA: 1 ano
9015,"LAMPADA FILAMENTO G9 3,5W SMD 2200K","LAMPADA FILAMENTO G9 3,5W SMD 2200K","Lâmpada Filamento LED G9 3,5W SMD 2200K","CÓDIGO: 9015\REFERÊNCIA: 9015\POTÊNCIA(W): 3,5W\BASE: G9\TENSÃO(V): 100-240V\ TEMP. COR(K): 2200K\GARANTIA: 1 ano"
9016,"LAMPADA FILAMENTO G9 2,5W SMD 2200K","LAMPADA FILAMENTO G9 2,5W SMD 2200K","Lâmpada Filamento LED G9 2,5W SMD 2200K","CÓDIGO: 9016\REFERÊNCIA: 9016\POTÊNCIA(W): 2,5W\BASE: G9\TENSÃO(V): 100-240V\ TEMP. COR(K): 2200K\GARANTIA: 1 ano"
9017,LUM. PERFIL EMBUTIR PE001 2M 16mmx10mm,LUM. PERFIL EMBUTIR PE001 2M 16mmx10mm,PERFIL DE EMBUTIR 2M PE001 16x10mm,"CÓDIGO: 9017\REFERÊNCIA: 9017\LARGURA TAMPA: 16mm\ALTURA: 10mm\LARGURA PERFIL: 9,5mm\ LARGURA INTERNA: 8,5mm\ESPESSURA: 0,5mm\PESO: 110g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
9018,"LUM. PERFIL EMBUTIR PE002 2M 23,6mmx7mm","LUM. PERFIL EMBUTIR PE002 2M 23,6mmx7mm","PERFIL DE EMBUTIR 2M PE002 23,6x17mm","CÓDIGO: 9018\REFERÊNCIA: 9018\LARGURA TAMPA: 23,6mm\ALTURA: 7mm\LARGURA PERFIL: 17mm\ LARGURA INTERNA: 12mm\ESPESSURA: 0,5mm\PESO: 162g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
9019,"LUM. PERFIL EMBUTIR PE003 2M 24,2mmx14,3mm","LUM. PERFIL EMBUTIR PE003 2M 24,2mmx14,3mm","PERFIL DE EMBUTIR 2M PE003 24,2x14,3mm","CÓDIGO: 9019\REFERÊNCIA: 9019\LARGURA TAMPA: 24,2mm\ALTURA: 14,3mm\LARGURA PERFIL: 17mm\ LARGURA INTERNA: 12,6mm\ESPESSURA: 0,7mm\PESO: 250g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
9020,LUM. PERFIL EMBUTIR PE004 2M 30mmx20mm,LUM. PERFIL EMBUTIR PE004 2M 30mmx20mm,PERFIL DE EMBUTIR 2M PE004 30x20mm,"CÓDIGO: 9020\REFERÊNCIA: 9020\LARGURA TAMPA: 30mm\ALTURA: 20mm\LARGURA PERFIL: 23mm\ LARGURA INTERNA: 20,6mm\ESPESSURA: 0,7mm\PESO: 328g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
9021,"LUM. PERFIL EMBUTIR PE005 2M 42,7mmx19,7mm","LUM. PERFIL EMBUTIR PE005 2M 42,7mmx19,7mm","PERFIL DE EMBUTIR 2M PE005 42,7x19,7mm","CÓDIGO: 9021\REFERÊNCIA: 9021\LARGURA TAMPA: 42,7mm\ALTURA: 19,7mm\LARGURA PERFIL: 29,6mm\ LARGURA INTERNA: 27,3mm\ESPESSURA: 0,8mm\PESO: 384g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
9022,FITA LED PERFIL 2835 3000K 5M,FITA LED PERFIL 2835 3000K 5M,FITA LED 2835 P/PERFIL 3000K 5M,CÓDIGO: 9022\REFERÊNCIA: 9022\POTÊNCIA(W): 12W/M\QUANTIDADE DE LEDS: 120 Leds/m\IRC: >80\PROTEÇÃO: IP20\VOLTAGEM(V): 12V\TEMP. COR(K): 3000K\GARANTIA: 1 ano
9023,FITA LED PERFIL 2835 4000K 5M,FITA LED PERFIL 2835 4000K 5M,FITA LED 2835 P/PERFIL 4000K 5M,CÓDIGO: 9023\REFERÊNCIA: 9023\POTÊNCIA(W): 12W/M\QUANTIDADE DE LEDS: 120 Leds/m\IRC: >80\PROTEÇÃO: IP20\VOLTAGEM(V): 12V\TEMP. COR(K): 4000K\GARANTIA: 1 ano
9024,FONTE PERFIL 2A 12V 24W,FONTE PERFIL 2A 12V 24W,FONTE P/PERFIL 2A 12V 24W,CÓDIGO: 9024\REFERÊNCIA: 9024\POTÊNCIA(W): 24W\TENSÃO DE ENTRADA: AC 110-240V\TENSÃO DE SÁIDA: DC 12V\FREQUÊNCIA: 50/60Hz\TC: <65°C\GARANTIA: 1 ano
9025,FONTE PERFIL 5A 12V 60W,FONTE PERFIL 5A 12V 60W,FONTE P/PERFIL 5A 12V 60W,CÓDIGO: 9025\REFERÊNCIA: 9025\POTÊNCIA(W): 60W\TENSÃO DE ENTRADA: AC 110-240V\TENSÃO DE SÁIDA: DC 12V\FREQUÊNCIA: 50/60Hz\TC: <65°C\GARANTIA: 1 ano
9026,"FONTE PERFIL 12,5A 12V 150W","FONTE PERFIL 12,5A 12V 150W","FONTE P/PERFIL 12,5A 12V 150W",CÓDIGO: 9026\REFERÊNCIA: 9026\POTÊNCIA(W): 150W\TENSÃO DE ENTRADA: AC 110-240V\TENSÃO DE SÁIDA: DC 12V\FREQUÊNCIA: 50/60Hz\TC: <65°C\GARANTIA: 1 ano
9028,DRIVER PARA LUMINARIA PENDENTE 36W DLY-C120V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 36W DLY-C120V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 36W DLY-C120V250-DNBF,CÓDIGO: 9028\REFERÊNCIA: 9028\POTÊNCIA(W): 25-36Wx2W\AMPERAGEM: 250mA\TENSÃO DE ENTRADA: AC 86-265V\TENSÃO DE SÁIDA: DC 75-120V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
9029,DRIVER PARA LUMINARIA PENDENTE 50W DLY-C170V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 50W DLY-C170V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 50W DLY-C170V250-DNBF,CÓDIGO: 9029\REFERÊNCIA: 9029\POTÊNCIA(W): 40-50W\AMPERAGEM: 250mA\TENSÃO DE ENTRADA: AC 86-265V\TENSÃO DE SÁIDA: DC 150-200V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
9030,DRIVER PARA LUMINARIA PENDENTE 24W DLYC80V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 24W DLYC80V250-DNBF,DRIVER PARA LUMINARIA PENDENTE 24W DLYC80V250-DNBF,CÓDIGO: 9030\REFERÊNCIA: 9030\POTÊNCIA(W): 18-24W\AMPERAGEM: 250mA\TENSÃO DE ENTRADA: AC 86-265V\TENSÃO DE SÁIDA: DC 54-80V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
9031,DRIVER PARA LUMINARIA PENDENTE 42W B80V500-DSB,DRIVER PARA LUMINARIA PENDENTE 42W B80V500-DSB,DRIVER PARA LUMINARIA PENDENTE 42W B80V500-DSB,CÓDIGO: 9031\REFERÊNCIA: 9031\POTÊNCIA(W): 18-24Wx2W\AMPERAGEM: 500mA\TENSÃO DE ENTRADA: AC 100-265V\TENSÃO DE SÁIDA: DC 60-80V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
33231,LUMINARIA ESPELHO LED TOUCH REDONDO ELT-01 18W 3000K,LUMINARIA ESPELHO LED TOUCH REDONDO ELT-01 18W 3000K,Espelho LED Touchscreen redondo ELT-01 18W 3000K,"CÓDIGO: 33231\REFERÊNCIA: ELT-01\POTÊNCIA: 18W\TEPERATURA DE COR: 3000K\ACIONAMENTO: Touchscreen\MATERIAL: Vidro, Alumínio, Metal e ABS\TENSÃO(V): AC 100-240V | DC 12V\ESPESSURA DO VIDRO: 5mm\DIMENSÕES: Ø600mm\COMPRIMENTO: 35mm\GARANTIA: 1 ano"
33323,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-03 20W 3000K,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-03 20W 3000K,Espelho LED Touchscreen redondo ELT-03 20W 3000K,"CÓDIGO: 33323\REFERÊNCIA: ELT-03\POTÊNCIA: 20W\TEPERATURA DE COR: 3000K\ACIONAMENTO: Touchscreen\MATERIAL: Vidro, Alumínio, Metal e ABS\TENSÃO(V): AC 100-240V | DC 12V\ESPESSURA DO VIDRO: 5mm\DIMENSÕES: 500X700mm\COMPRIMENTO: 35mm\GARANTIA: 1 ano"
33325,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-04 24W 3000K,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-04 24W 3000K,Espelho LED Touchscreen redondo ELT-04 24W 3000K,"CÓDIGO: 33325\REFERÊNCIA: ELT-04\POTÊNCIA: 24W\TEPERATURA DE COR: 3000K\ACIONAMENTO: Touchscreen\MATERIAL: Vidro, Alumínio, Metal e ABS\TENSÃO(V): AC 100-240V | DC 12V\ESPESSURA DO VIDRO: 5mm\DIMENSÕES: 600X800mm\COMPRIMENTO: 35mm\GARANTIA: 1 ano"
33326,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-05 25W 3000K,LUMINARIA ESPELHO LED TOUCH RETANGULAR ELT-05 25W 3000K,Espelho LED Touchscreen redondo ELT-05 25W 3000K,"CÓDIGO: 33326\REFERÊNCIA: ELT-05\POTÊNCIA: 25W\TEPERATURA DE COR: 3000K\ACIONAMENTO: Touchscreen\MATERIAL: Vidro, Alumínio, Metal e ABS\TENSÃO(V): AC 100-240V | DC 12V\ESPESSURA DO VIDRO: 5mm\DIMENSÕES: 800X600mm\COMPRIMENTO: 35mm\GARANTIA: 1 ano"
